,Point,Coeff,Intercept,R2,2025,2030,2035,2040,2050,2075,2100,yearcoeff_mm,Lat,Long
229,"(30.5, -63.5)",-2.3289091516842342e-07,0.6186089958591348,6.415183214691923e-05,0.6158692671330934,0.6154440083219959,0.6150187495108983,0.6145934906998008,0.6137427401866905,0.6116162132402877,0.6094896862938848,-0.08500518403647454,30.5,-63.5
230,"(30.5, -62.5)",-5.283068578813648e-07,0.6120410391306857,0.00034444195525429317,0.6058260372545694,0.604861348932078,0.6038966606095866,0.6029319722870953,0.6010020673352546,0.5961780974159399,0.5913541274966252,-0.19283200312669815,30.5,-62.5
231,"(30.5, -61.5)",-9.524039390887112e-07,0.6055665544797282,0.001189578569177785,0.5943624745402886,0.5926233849475125,0.5908842953547366,0.5891452057619606,0.5856660741724695,0.5769696738046506,0.5682732734368315,-0.3476274377673796,30.5,-61.5
232,"(30.5, -60.5)",-1.4359400067211509e-06,0.599209495650141,0.0028938530167744725,0.5823170974110734,0.5796950709588006,0.5770730445065277,0.5744510180542549,0.5692055292097026,0.5560939610083317,0.5429823928069609,-0.5241181024532201,30.5,-60.5
233,"(30.5, -59.5)",-1.984398879617647e-06,0.5937452808140686,0.005867709836221202,0.5704008123942467,0.5667773000400648,0.563153787685883,0.5595302753317012,0.552281266224458,0.5341617200546691,0.5160421738848804,-0.7243055910604411,30.5,-59.5
234,"(30.5, -58.5)",-2.43830445111589e-06,0.5891496928771038,0.009381271120626478,0.5604654793141766,0.5560131353864389,0.5515607914587013,0.5471084475309637,0.5382013213710373,0.5159371634278981,0.493673005484759,-0.8899811246572998,30.5,-58.5
235,"(30.5, -57.5)",-2.6367456200015738e-06,0.5846436163605171,0.01164133491914543,0.5536249408868186,0.5488102433846958,0.5439955458825728,0.53918084838045,0.5295488166305842,0.5054726923743498,0.4813965681181155,-0.9624121513005744,30.5,-57.5
236,"(30.5, -56.5)",-2.601222299712582e-06,0.5797106582877068,0.011906187672639068,0.549109879153888,0.5443600472346128,0.5396102153153377,0.5348603833960626,0.5253581183352124,0.5016063575165368,0.4778545966978613,-0.9494461393950924,30.5,-56.5
358,"(28.5, -128.5)",-5.004018814415743e-07,0.7595940731509626,0.0007772174049273106,0.7537073454176839,0.7527936115821716,0.7518798777466593,0.750966143911147,0.7491381758382409,0.7445690062587978,0.7399998366793549,-0.18264668672617462,28.5,-128.5
359,"(28.5, -127.5)",-1.1062327253355423e-06,0.7519629884620501,0.004092647402866523,0.7389492666812028,0.7369292857247401,0.7349093047682774,0.7328893238118147,0.728848255666164,0.7187472446511252,0.7086462336360863,-0.40377494474747294,28.5,-127.5
377,"(28.5, -126.5)",-1.5338618098051138e-06,0.7441512571792792,0.00855254641691705,0.7261069068487318,0.7233060751840277,0.7205052435193235,0.7177044118546194,0.7121012146634014,0.6980955224780708,0.6840898302927404,-0.5598595605788665,28.5,-126.5
394,"(28.5, -125.5)",-1.8086826718843482e-06,0.7364911666860681,0.012851273393386542,0.7152138237340205,0.7119111691751596,0.7086085146162988,0.705305860057438,0.6986987422570445,0.6821836607800685,0.6656685793030925,-0.6601691752377871,28.5,-125.5
395,"(28.5, -123.5)",-2.2014819637898878e-06,0.7205743111544787,0.02088132729850733,0.6946760773324544,0.6906561712665741,0.6866362652006938,0.6826163591348134,0.674574345521089,0.6544726137097235,0.634370881898358,-0.803540916783309,28.5,-123.5
410,"(28.5, -76.5)",-1.5832123837785912e-07,0.6505043979118111,2.36016645119852e-05,0.648641906863534,0.6483528122822559,0.648063717700978,0.6477746231197001,0.6471962756359058,0.6457506444082776,0.6443050131806493,-0.05778725200791858,28.5,-76.5
411,"(28.5, -75.5)",-4.3383741959795617e-07,0.6587870719407831,0.00016691846273442223,0.6536834085366328,0.6528912214084469,0.6520990342802611,0.6513068471520752,0.6497220390582839,0.6457606695799349,0.6417993001015859,-0.158350658153254,28.5,-75.5
412,"(28.5, -74.5)",-1.4326038040818706e-07,0.6551278830037145,1.788636818944589e-05,0.6534425678885926,0.6531809744339673,0.6529193809793419,0.6526577875247165,0.6521344573550855,0.6508263468215782,0.6495182362880711,-0.05229003884898827,28.5,-74.5
427,"(28.5, -122.5)",-2.485673413928341e-06,0.7118246662700473,0.027013734524296344,0.6825832042285943,0.6780443645747611,0.6735055249209281,0.6689666852670948,0.6598865202860146,0.6371898363434351,0.6144931524008552,-0.9072707960838445,28.5,-122.5
428,"(28.5, -121.5)",-2.8493874968360187e-06,0.7022743760265919,0.03595557720935494,0.6687541815138129,0.6635511999445904,0.6583482183753678,0.6531452368061453,0.6427364242802033,0.6167186670465936,0.5907009098129841,-1.0400264363451468,28.5,-121.5
429,"(28.5, -120.5)",-3.214131760788956e-06,0.6911237137431642,0.04587111671305244,0.6533126677092429,0.6474436631140422,0.6415746585188417,0.635705653923641,0.6239644306014789,0.594616193493715,0.5652679563859511,-1.173158092687969,28.5,-120.5
430,"(28.5, -119.5)",-3.4916887929801352e-06,0.6771413079624407,0.05165680179958975,0.6360650810018224,0.6296892572658406,0.6233134335298589,0.6169376097938771,0.6041824706331207,0.5722998602644191,0.5404172498957175,-1.2744664094377494,28.5,-119.5
431,"(28.5, -118.5)",-3.6351434643105086e-06,0.6598102473300335,0.048610175724535735,0.6170464196158846,0.6104086476500536,0.6037708756842226,0.5971331037183917,0.5838539246432654,0.5506614296706461,0.5174689346980268,-1.3268273644733355,28.5,-118.5
432,"(28.5, -117.5)",-3.579829544250634e-06,0.640158899685314,0.03686321735694354,0.5980457849267495,0.5915090161789479,0.5849722474311463,0.5784354786833446,0.5653583613581971,0.5326709377896445,0.499983514221092,-1.3066377836514815,28.5,-117.5
433,"(28.5, -116.5)",-3.2609882514554226e-06,0.6187966737536028,0.022469746711809343,0.5804344079634812,0.5744798434163236,0.568525278869166,0.5625707143220084,0.5506583242394417,0.5208822405154023,0.4911061567913628,-1.1902607117812294,28.5,-116.5
434,"(28.5, -115.5)",-2.71194878441638e-06,0.5961120376804065,0.010939521962869958,0.5642086721805323,0.559256653700188,0.5543046352198436,0.5493526167394993,0.5394458678300263,0.5146830634795203,0.4899202591290144,-0.9898613063119787,28.5,-115.5
435,"(28.5, -114.5)",-2.1243584130204954e-06,0.5749866455618813,0.004695794588133072,0.5499956931911082,0.5461166147289328,0.5422375362667573,0.5383584578045819,0.5305981765218181,0.5112006598525278,0.4918031431832378,-0.7753908207524808,28.5,-114.5
436,"(28.5, -113.5)",-1.6376038574658164e-06,0.5575122182575623,0.0020376325390649708,0.5382474464783344,0.5352571818346018,0.5322669171908693,0.5292766525471366,0.5232944856558139,0.5083415248332936,0.4933885640107733,-0.5977254079750229,28.5,-113.5
437,"(28.5, -112.5)",-1.2621001419271535e-06,0.5444438118428983,0.0009379312598591928,0.5295964657732672,0.5272918709141082,0.5249872760549492,0.5226826811957903,0.5180722293773303,0.5065479929813935,0.4950237565854567,-0.46066655180341104,28.5,-112.5
438,"(28.5, -111.5)",-1.0815394761893646e-06,0.5375048000900688,0.0005825512411778978,0.5247815696921772,0.5228066786086554,0.5208317875251336,0.5188568964416118,0.5149060327350921,0.505030495778007,0.4951549588209219,-0.39476190880911805,28.5,-111.5
439,"(28.5, -124.5)",-1.9953280459959936e-06,0.7287457055300494,0.016597106294212405,0.7052726663969525,0.7016291973849638,0.6979857283729751,0.6943422593609865,0.6870533260089631,0.6688339856209736,0.6506146452329842,-0.7282947367885377,28.5,-124.5
646,"(32.5, -58.5)",-2.152832767892913e-07,0.5955869980918659,5.593714727281096e-05,0.5930544056237167,0.5926612983602995,0.5922681910968821,0.5918750838334649,0.5910886540233536,0.5891229024229906,0.5871571508226276,-0.07857839602809133,32.5,-58.5
647,"(32.5, -57.5)",-2.8154202036220943e-07,0.5897628076181891,0.00010480657698419549,0.5864507472906481,0.5859366515614667,0.5854225558322853,0.5849084601031039,0.5838799871027207,0.5813092269147934,0.5787384667268661,-0.10276283743220645,32.5,-57.5
648,"(32.5, -56.5)",-3.1158552026439625e-07,0.5848738115228965,0.00013619617463223044,0.5812083194625062,0.5806393643025034,0.5800704091425006,0.5795014539824979,0.5783632320769719,0.5755181446914378,0.5726730573059036,-0.11372871489650463,32.5,-56.5
649,"(32.5, -55.5)",-5.22446095691596e-07,0.580287420801879,0.00039271592474099387,0.5741413649321631,0.5731873783614302,0.5722333917906973,0.5712794052199645,0.5693709096324031,0.5646004543326432,0.5598299990328832,-0.19069282492743253,32.5,-55.5
650,"(32.5, -54.5)",-1.03238414407972e-06,0.5754429827591667,0.0015356959517847102,0.5632980156882129,0.5614128822411233,0.5595277487940338,0.5576426153469441,0.553871316068621,0.5444446164490291,0.5350179168294371,-0.37682021258909776,32.5,-54.5
651,"(32.5, -53.5)",-1.6625770491976929e-06,0.5696246185836433,0.003941557691594655,0.5500660621768817,0.5470301964850467,0.5439943307932117,0.5409584651013767,0.5348850711406575,0.5197040801044334,0.5045230890682093,-0.6068406229571579,32.5,-53.5
652,"(32.5, -52.5)",-2.288550472620241e-06,0.5621790147346619,0.007338794098313506,0.5352565069747575,0.531077613811753,0.5268987206487484,0.5227198274857439,0.514359752609262,0.4934629982437666,0.4725662438782712,-0.835320922506388,32.5,-52.5
653,"(32.5, -51.5)",-2.9935508843917863e-06,0.5533084371388851,0.012029051637710508,0.5180923045349002,0.5126260806200007,0.5071598567051013,0.5016936327902021,0.4907581914095187,0.4634240782841373,0.4360899651587559,-1.0926460728030019,32.5,-51.5
654,"(32.5, -50.5)",-3.7312406156511367e-06,0.5437691364216255,0.01718545630554413,0.4998748218191055,0.4930615764549266,0.4862483310907476,0.4794350857265686,0.465804863757595,0.4317349056960845,0.3976649476345739,-1.3619028247126648,32.5,-50.5
655,"(32.5, -49.5)",-4.128788262268158e-06,0.533401303763652,0.019248720054867552,0.4848302386463294,0.4772910712794278,0.4697519039125261,0.4622127365456245,0.4471302730235589,0.4094303074007883,0.3717303417780178,-1.5070077157278776,32.5,-49.5
656,"(32.5, -48.5)",-3.917381444852567e-06,0.5210936335083969,0.01666024685597378,0.4750095581911513,0.4678564196728505,0.4607032811545497,0.4535501426362489,0.4392399482182025,0.40347033824525375,0.3677007282723049,-1.4298442273711867,32.5,-48.5
661,"(32.5, -47.5)",-3.3159132967707943e-06,0.5073004056520696,0.012172304943550035,0.468292001628858,0.4622371439489545,0.45618228626905105,0.4501274285891476,0.4380143973160439,0.40773679300322974,0.3774591886904156,-1.21030835332134,32.5,-47.5
665,"(32.5, -46.5)",-2.4794597101356785e-06,0.4932530340228834,0.007114318627680083,0.4640846699928472,0.4595571765621394,0.4550296831314317,0.45050218970072403,0.4414447233795984,0.4188047767663495,0.39616483015310056,-0.9050027941995226,32.5,-46.5
687,"(32.5, -45.5)",-1.2669197337339443e-06,0.4789401546162476,0.001921622681638091,0.4640361108686014,0.4617227154348033,0.4594093200010051,0.4570959245672069,0.4524678667798768,0.4408996226911521,0.4293313786024275,-0.4624257028128897,32.5,-45.5
745,"(32.5, 137.5)",-9.585927895572865e-07,1.406506684330102,0.00011935805689389234,1.39522979875375,1.3934794083200184,1.391729017886287,1.3899786274525552,1.3864768879923024,1.377723977230855,1.3689710664694072,-0.34988636818840957,32.5,137.5
746,"(32.5, 138.5)",-2.998432890693533e-06,1.4297435620669172,0.001096614770478066,1.3944699975407984,1.3889948590823922,1.3835197206239855,1.3780445821655791,1.3670913068158757,1.339712616090953,1.3123339253660302,-1.0944280051031394,32.5,138.5
748,"(32.5, 139.5)",-3.254232509031956e-06,1.438616167799968,0.001397620500465102,1.400333376563716,1.3943911480022235,1.3884489194407317,1.3825066908792392,1.3706189795237451,1.3409045824837744,1.3111901854438035,-1.187794865796664,32.5,139.5
749,"(32.5, 141.5)",-5.747746101458181e-07,1.4481949113272707,6.174880847098496e-05,1.4414332628135154,1.4403837243753892,1.4393341859372628,1.4382846474991366,1.4361849958482742,1.4309367288830324,1.425688461917791,-0.2097927327032236,32.5,141.5
762,"(32.5, 140.5)",-2.1208648537876417e-06,1.4438734770766388,0.0007031706744413668,1.4189236229366808,1.4150509237136648,1.4111782244906486,1.4073055252676323,1.3995580059567458,1.380192388976811,1.360826771996876,-0.7741156716324893,32.5,140.5
777,"(32.5, -127.5)",-4.738149533380924e-07,0.6875008957407871,0.0006014823157081128,0.6819269366297178,0.6810617505249225,0.6801965644201271,0.6793313783153317,0.6776005322907876,0.6732741279518575,0.6689477236129274,-0.17294245796840374,32.5,-127.5
778,"(32.5, -126.5)",-1.6908020485764085e-06,0.6781597468320614,0.00721438047345102,0.6582691515326085,0.655181746991908,0.6520943424512075,0.6490069379105069,0.6428304380270573,0.6273917245215062,0.611953011015955,-0.6171427477303891,32.5,-126.5
780,"(32.5, -125.5)",-2.9819159645074177e-06,0.6680442293885984,0.022037585098259926,0.6329649699821331,0.6275199914309426,0.6220750128797521,0.6166300343285616,0.6057370953102159,0.5785092206382987,0.5512813459663815,-1.0883993270452075,32.5,-125.5
781,"(32.5, -123.5)",-5.040815437146372e-06,0.6402762656306705,0.07278867356623286,0.5809761128280806,0.5717715838398514,0.5625670548516221,0.5533625258633927,0.5349484270714971,0.4889207413149136,0.4428930555583301,-1.8398976345584257,32.5,-123.5
782,"(32.5, -122.5)",-5.537116376047429e-06,0.6219453737744964,0.09763584461069086,0.5568067367266745,0.5466959622240118,0.5365851877213492,0.5264744132186867,0.5062473270969854,0.4556879174672963,0.4051285078376072,-2.0210474772573113,32.5,-122.5
783,"(32.5, -121.5)",-5.634001240532174e-06,0.6019447902088635,0.10568452216684067,0.535666399615243,0.5253787133500313,0.5150910270848195,0.5048033408196078,0.4842223342879437,0.4327782689606444,0.3813342036333451,-2.0564104527942435,32.5,-121.5
784,"(32.5, -120.5)",-5.391604558328767e-06,0.5836308644705682,0.0909623916743536,0.5202040284463886,0.5103589585228803,0.500513888599372,0.4906688186758637,0.4709732872242887,0.4217425460021887,0.3725118047800887,-1.96793566379,32.5,-120.5
785,"(32.5, -119.5)",-4.999529013246158e-06,0.5693147168024448,0.06795566983325417,0.510500257490617,0.5013711175124296,0.4922419775342421,0.4831128375560546,0.4648495580706664,0.4191988586507157,0.373548159230765,-1.824828089834848,32.5,-119.5
